Employee_ID,First_Name,Last_Name,Street_Address,City,State_Code,Zip_Code,Role,Role_Type,Salary,Age,Years_at_Company,Benefit_401k,Contribution_401k,Benefit_Dental,Benefit_Vision,Benefit_Medical,Miles_to_Work,Remote_Employee,Current_Employee
539253c3-d896-47f1-8bed-d448b7cc98ef,Kelsey,Burgess,15537 Anthony Ranch,South Sandraville,IL,01527,Data Scientist,tech,140209,50,2.0,True,11.8,True,True,True,13.8,True,True
8e6272ca-c4ac-4052-a655-38778f4ee06f,Dustin,Romero,272 Johnson Gateway,Kevintown,NH,65787,Payroll Specialist,HR,57711,48,2.0,True,9.8,True,True,True,16.8,True,True
38c0b25c-6128-4e8c-b7ba-52fd578da554,Sandra,Massey,6695 Michelle Street,Hernandezberg,CT,28603,Manager,business,127670,61,2.0,True,8.7,True,True,True,16.3,True,True
06fc0c0b-dbcd-44c1-b8c9-c90bd08e02df,Charles,Ramos,0625 Carla Crest Suite 887,South Linda,AK,82193,Recruiting Coordinator,HR,50071,21,6.85,True,8.7,True,True,True,8.6,True,True
3993572d-326d-4b11-8491-7e5b3c4a065a,Karen,Lynch,1691 Gary Trail Suite 487,South Sandrashire,MN,57687,Recruiting Coordinator,HR,50871,24,5.27,True,11.7,True,True,True,11.0,True,True
f914e69a-74f0-4371-85b2-d32b9ad37182,Brandon,Jones,34757 Odonnell Court,Sarahborough,MH,22675,Manager,business,173158,61,2.0,True,9.1,True,True,True,16.0,True,True
79e162ee-d1c6-4e61-a68b-ce6c1f01e2c3,Chad,Walker,117 Macias Trace Suite 419,Gentrymouth,VT,59444,HR Business Partner,HR,93432,33,2.0,True,10.3,True,True,True,12.1,True,True
08e9cb58-1f3d-4f19-80d4-5141177ccdfd,Kevin,Thompson,2855 Adkins Knolls Apt. 073,Smithland,AZ,19379,UX Designer,tech,97029,34,2.0,True,8.1,True,True,True,3.7,True,True
35e44a35-7169-422e-b74a-26e6465492a8,John,Ball,42564 Lee Extension,Barryville,TN,78687,Recruiter,HR,55579,45,2.0,True,9.5,True,True,True,8.2,True,True
a870beb0-9179-4de4-8743-bba58ab43ebd,Scott,Powell,26578 Alison Canyon Suite 492,New Gabriellaburgh,AP,06757,Customer Support,business,38846,43,2.0,True,8.1,True,True,True,0.6,True,True
0e456a48-56b1-4262-847c-7e715994a51e,Destiny,Phillips,76590 Parker Island,West Johnfort,MD,90737,Payroll Specialist,HR,59518,43,2.0,True,7.4,True,True,True,17.1,True,True
2f249a25-8d77-40dd-acac-2848a42a9bfb,Jordan,Nelson,854 Pope Burg,Garcialand,CT,31476,Data Scientist,tech,122427,47,2.0,True,9.9,True,True,True,16.1,True,True
0a0ffd93-06a3-4545-ba7c-e7fe56721a70,Thomas,Swanson,54389 Hopkins Spur Apt. 737,Jeffreymouth,MP,65064,Technical Writer,business,73550,24,10.77,True,9.9,True,True,True,14.4,True,True
bc74f317-035f-4eed-aec0-1f313a9e1cbc,Michael,Schmitt,53342 Jennifer Groves Suite 939,East Stephanie,PR,77277,Technical Writer,business,80596,23,6.45,True,11.3,True,True,True,2.5,True,True
e9e4937e-e782-4200-9b47-2d436c59aaca,Meghan,Moody,75688 Short Meadow,Wardborough,MI,50312,Payroll Specialist,HR,48595,27,10.52,True,9.8,True,True,True,5.0,True,True
4d03bef7-28c0-4ce7-80cf-12c455bd3d7a,Gregory,Kelly,68827 Antonio Stream Apt. 415,Angelaland,NE,97456,Technical Writer,business,87560,48,2.0,True,11.2,True,True,True,9.0,True,True
fc3f5b13-5b08-457f-b990-9893734ed1f8,Kendra,James,9160 Sara Corner,Lake Stephenmouth,OK,17244,Manager,business,195194,56,2.0,True,9.1,True,True,True,17.2,True,True
e83ea78c-91fb-4a4f-a0a1-d6713db25807,Angela,Gardner,58324 Darrell Gardens Suite 735,Cassandrashire,UT,13757,Manager,business,211974,56,2.0,True,6.6,True,True,True,5.0,True,True
c6b54691-5514-487e-b9cd-605a7375448a,Mary,Morris,530 Malone Highway,Luisborough,UT,99909,Technical Writer,business,84292,21,8.94,True,10.8,True,True,True,12.6,True,True
f6bcb269-563e-4c92-ab6b-f2aeba1dbaaf,Thomas,Kennedy,828 Brianna Hollow Suite 170,Port Autumnland,UT,13430,Technical Writer,business,70092,52,2.0,True,12.2,True,True,True,5.3,True,True
c9974607-ac20-4cbe-b0ea-1031aea43abe,Kathryn,Barrett,8257 Joseph Ramp Suite 291,Mullenchester,AK,48314,Manager,business,197303,49,2.0,True,8.5,True,True,True,10.6,True,True
8199ed43-c23c-4c19-86e4-4378c985bc6f,Kathryn,Allen,065 Collins Vista Apt. 587,Charlesmouth,AA,83414,Web Developer,tech,87792,29,2.0,True,10.9,True,True,True,9.9,True,True
651ac975-f828-4c77-90bf-2762902b6b93,Kari,Garcia,561 Cox Meadow,North Vincent,AZ,98320,HR Generalist,HR,69377,60,2.0,True,10.2,True,True,True,4.9,True,True
0e8298b2-0f89-4896-a720-b204882d00df,Carrie,Richardson,678 Rebekah Forest Suite 891,Michaelton,NV,69260,Recruiting Coordinator,HR,55470,25,10.8,True,13.2,True,True,True,1.5,True,True
15be4c07-03bc-4acb-9ea2-080f8dd99760,Larry,Armstrong,863 Castillo Views Apt. 671,Ortizview,WY,10946,HR Generalist,HR,70588,37,2.0,True,10.7,True,True,True,8.4,True,True
67a56e4f-3e60-4e73-8b13-15e8dd193ff6,Robin,King,8835 Pena Bypass Apt. 960,Kleintown,AL,23478,HR Business Partner,HR,68566,50,2.0,True,9.1,True,True,True,5.9,True,True
5249eaee-5735-4a10-aad5-5532a9c37972,Andrew,Dunn,583 Alexander Hollow,Taylorville,AR,88017,HR Business Partner,HR,82535,62,2.0,True,9.4,True,True,True,3.7,True,True
39f78828-020f-4095-ae1b-ee09e174af7e,Ronnie,Foster,676 Washington Center,East Audrey,AE,25532,Customer Support,business,45410,40,2.0,True,13.2,True,True,True,9.2,True,True
eeffebca-3b57-4adf-9ed0-980fb4d2877b,Michael,Oliver,4748 Michelle Islands,West Jonathonfurt,MS,65244,Recruiting Coordinator,HR,55243,32,2.0,True,12.0,True,True,True,11.2,True,True
6c180b3f-09b0-4a81-8849-462534447d99,Michael,Baker,133 Jill Curve Suite 206,Kellychester,KS,24431,Technical Writer,business,88402,31,2.0,True,9.7,True,True,True,12.7,True,True
43cbe99c-e142-47f3-82eb-5a27b78f0be6,Olivia,Anderson,821 Sheryl Flat Suite 901,Harriston,WI,92251,Manager,business,197080,51,2.0,True,12.2,True,True,True,12.7,True,True
10d51060-2fa1-4a8b-b19a-3a453879c611,Andrea,Murphy,71263 Curtis Ridges,North Jose,WI,41876,Customer Support,business,41841,22,6.06,True,11.0,True,True,True,12.8,True,True
db958356-fe96-44e9-9025-36274c9955bd,Dustin,Jensen,73529 Austin Stream,Parkerberg,UT,73326,Customer Support,business,43012,45,2.0,True,12.0,True,True,True,4.9,True,True
33c5979b-3f6f-428e-a8b1-222646dd74d0,Anna,Wallace,0682 Craig Circles,North Michelle,MN,76945,Data Scientist,tech,96411,52,2.0,True,9.4,True,True,True,10.4,True,True
f754e962-821c-4f25-ad49-2eead1993f3a,Andrew,Garcia,07265 Boyd Place Suite 841,South Barbara,AP,01664,Manager,business,134595,40,2.0,True,8.0,True,True,True,6.3,True,True
236e1995-9056-431b-98b8-5bf7bad7b5bb,Susan,Rhodes,6984 Good Road,Mooreland,KS,26318,HR Generalist,HR,71256,37,2.0,True,9.5,True,True,True,7.0,True,True
021aae74-2a19-442f-bafc-6f7f0f96bbcb,Kim,Terrell,1626 Lee Knolls Suite 826,South Raymondmouth,MP,04716,Recruiting Coordinator,HR,53211,33,2.0,True,10.0,True,True,True,7.6,True,True
fe2fc631-103f-4e22-b647-3682fb3040e6,Matthew,Sampson,89432 White Vista Suite 711,Ryanland,NC,15946,Software Engineer,tech,110146,36,2.0,True,9.8,True,True,True,10.4,True,True
8eac5a9e-2fd2-4ddb-ad91-230b0121abc8,Richard,Hodges,42651 Willis Valley,Ruthburgh,MO,32996,Graphic Designer,tech,63178,39,2.0,True,11.3,True,True,True,7.9,True,True
2f329286-08dd-44d9-9288-6efd10fe6a7a,Ariana,Davenport,2272 Boyd Port,Stevensonfurt,NE,13531,HR Business Partner,HR,82156,39,2.0,True,12.4,True,True,True,4.3,True,True
57ff4f73-ba2b-46ea-a8e6-2095e4418545,David,Gaines,422 Huber Shoals,Port Michelle,PA,77471,Web Developer,tech,89775,41,2.0,True,13.4,True,True,True,10.5,True,True
0c57ef36-afb2-481b-9ed9-1da943ffa8ef,Jared,Glover,3875 Susan Crescent Apt. 849,Smithshire,AP,74602,Technical Writer,business,88868,44,2.0,True,8.7,True,True,True,2.4,True,True
743bbaf9-27e9-413f-a058-dd2a05fbfc87,Sarah,Turner,929 Sarah Mountains,Wendyville,UT,53548,Sales Representative,business,62234,26,2.0,True,11.4,True,True,True,8.0,True,True
343a5017-5a51-4023-bd9e-cc0864c533ef,Tyler,Nichols,02324 Amy Extension Suite 162,Mendozashire,SD,94293,Technical Writer,business,79965,55,2.0,True,10.5,True,True,True,5.5,True,True
0b5c8ae3-7111-4d8e-a01e-708786e010c4,Howard,Rocha,202 Michael Spurs,Clarkberg,CO,96364,Customer Support,business,49326,18,7.87,True,4.7,True,True,True,5.1,True,True
e233f125-0fb9-43ac-af52-1672ecf2e622,Jessica,Houston,3575 Mckenzie Neck,Smithshire,ME,52063,Software Engineer,tech,129693,38,2.0,True,8.5,True,True,True,14.7,True,True
68488587-9f2a-4ead-9a91-ffdc4a95848d,Michael,Contreras,8125 Cooper Corners Suite 450,Michaelmouth,SD,00771,Technical Writer,business,88698,30,2.0,True,7.4,True,True,True,10.2,True,True
590110b3-bd63-43fe-9aca-377c7ea07b76,Ricky,Hopkins,390 Thompson Ports Suite 120,Bakershire,MA,09812,Graphic Designer,tech,61025,24,5.6,True,10.3,True,True,True,17.8,True,True
0f69e953-7225-45b3-b9bf-faec3f8ef886,Samantha,Beck,1346 Harvey Wells,Hornstad,PW,87656,Customer Support,business,42470,34,2.0,True,10.6,True,True,True,13.1,True,True
d1018752-b3b1-4a02-a985-3696f33761fc,Elizabeth,Smith,02546 Franklin Ridge,South Michael,IA,51068,HR Business Partner,HR,122221,48,2.0,True,8.3,True,True,True,10.9,True,True
ea91b746-af74-4305-a436-f6cda7615ecb,Evan,Baird,04562 Samuel Street,Margaretview,AE,73445,Recruiter,HR,50919,24,6.71,True,10.9,True,True,True,5.9,True,True
29d8932c-4dce-4efa-a25f-570f4482bfde,Miranda,Morales,256 Rivera Skyway,Prestonberg,MH,39567,Recruiting Coordinator,HR,47733,32,2.0,True,12.0,True,True,True,5.0,True,True
0e8203a5-f7f5-44d6-bc91-d48870c8b9ea,Lauren,Parker,66047 Amber Ports,North Russellview,NE,88738,Data Scientist,tech,161590,52,2.0,True,7.0,True,True,True,10.1,True,True
05c5ac58-2b07-4bbc-8bbd-80776ed2a001,Jimmy,Porter,83385 Samantha Meadow Apt. 369,Graychester,AE,01188,Web Developer,tech,90846,40,2.0,True,10.2,True,True,True,11.3,True,True
7cd2c6d2-60a0-4bb0-92f9-75119a49db7d,Michael,Cobb,6005 Chang Lake,West Timothyfort,ID,33187,Payroll Specialist,HR,47265,27,7.56,True,8.0,True,True,True,8.1,True,True
3f852d0e-1340-406c-a510-2686f07e31c0,Michaela,Boyle,878 Jose Place Suite 661,Lake Stacey,PA,49366,Technical Writer,business,70812,32,2.0,True,9.0,True,True,True,12.1,True,True
3e48918d-5880-4ffe-b7fd-f351583eada9,Jessica,Hall,92712 Cooper Circle Apt. 417,Stevenland,DE,83563,Customer Support,business,50100,35,2.0,True,13.5,True,True,True,12.7,True,True
bd954581-c2ea-45a7-972c-6e22f5844afe,Zachary,Dean,6015 Copeland Corners,Dawsonfort,AP,54666,Sales Representative,business,92209,32,2.0,True,9.8,True,True,True,12.9,True,True
1aeed1f6-f7f4-45fb-bd30-41c99a19a8e0,Juan,Hampton,051 Green Points Apt. 008,Port Lindastad,MD,74948,HR Business Partner,HR,83901,41,2.0,True,12.8,True,True,True,2.8,True,True
8d2e6786-8138-40e4-9e66-17426e97cd26,Perry,Hicks,47958 Boyd Brook Apt. 289,East Michaelborough,UT,06947,Recruiting Coordinator,HR,52338,24,4.34,True,11.4,True,True,True,9.5,True,True
c555bd89-d34f-4836-8205-8d3f3d9296bc,Ashley,Hayes,97311 Hunter Pine,Kathleenmouth,RI,43155,Sales Representative,business,98693,22,8.61,True,13.9,True,True,True,12.2,True,True
efd7404c-396e-48f2-ab04-c2ad44953f4a,Jaclyn,Moody,47708 Martin Ford Suite 672,East Kathrynland,IA,33766,Recruiter,HR,51867,34,2.0,True,8.6,True,True,True,12.0,True,True
e963b394-d4dc-4d74-9b99-ed3d4769d74c,Monique,Brown,1718 Kerr Prairie,Bryanchester,MS,07917,Graphic Designer,tech,71770,31,2.0,True,9.4,True,True,True,0.3,True,True
5a39902a-6de6-47d8-9eae-14cd7e968c47,Ashley,Johnson,75965 Kimberly Glen,Annemouth,DC,20660,Payroll Specialist,HR,47221,65,2.0,True,9.2,True,True,True,16.4,True,True
a5e3fb6f-0bcf-44a1-b923-c90c63b458e4,Ashley,Clark,3809 James Rapid,Derekfurt,MT,39739,Software Engineer,tech,128705,58,2.0,True,8.5,True,True,True,6.6,True,True
b8472fed-572d-4f28-b7dd-402e664ffeea,Jonathan,Cervantes,487 Day Skyway Apt. 328,East Markmouth,MP,51474,Sales Representative,business,63499,34,2.0,True,9.7,True,True,True,2.8,True,True
9fc84b67-1009-404b-a816-ebc46cbe74bf,Gina,Strickland,96373 Randy Meadow,Port Charles,IA,80423,Recruiting Coordinator,HR,59600,27,2.0,True,10.5,True,True,True,15.1,True,True
2ee79c40-cef5-4890-a76a-d09bfada83e3,Garrett,Williams,651 Stewart Trail,New Maria,OH,37337,HR Business Partner,HR,105356,63,2.0,True,11.4,True,True,True,2.4,True,True
761a3c7e-4014-4309-b8d8-8dddc1cd1390,Ethan,Reid,255 Kristen Roads,East Suzanneborough,PW,63308,HR Generalist,HR,77845,37,2.0,True,7.6,True,True,True,20.6,True,True
197f9cc0-23f6-40aa-b9b8-d04327f93f1a,Michael,Elliott,77120 James Way,West Ian,MH,74450,Payroll Specialist,HR,53058,35,2.0,True,8.9,True,True,True,16.2,True,True
62c2cfd7-9b7e-47c0-89b9-44892ad8534e,Catherine,Powers,4233 Bailey Divide,New Georgefurt,MI,92939,Technical Writer,business,75546,24,7.68,True,12.7,True,True,True,11.5,True,True
eeb43787-ca6d-4fa0-9b93-a33945daad7a,Andrea,Martin,948 Andrea Plains,Cherylfort,WY,94004,Technical Writer,business,81845,24,6.6,True,12.6,True,True,True,9.4,True,True
8900fb79-3148-4ff3-9287-cd35dead61e5,Laura,Diaz,966 Bautista Groves,Lake David,MO,59854,Customer Support,business,43999,20,6.71,True,6.2,True,True,True,14.4,True,True
b49e9452-9ce8-4d10-86d3-0773e399f202,Patrick,Brown,85333 Fuller Cliffs Suite 612,Lake Aliciabury,WI,18728,Sales Representative,business,86292,36,2.0,True,10.0,True,True,True,9.0,True,True
3953c0c6-3964-412d-adcc-a57d9ef96f16,Gerald,Myers,97455 Ortiz Coves,Stephanieland,TX,37242,Sales Representative,business,66851,36,2.0,True,9.4,True,True,True,7.1,True,True
5a8ae75c-cfc1-4df3-9a99-a750f144a605,Kathleen,Brown,728 Brendan Port Suite 289,Evansshire,MA,92122,Payroll Specialist,HR,57790,42,2.0,True,13.3,True,True,True,23.2,True,True
c03ec515-e73c-4c38-a82c-4381b6f6ac75,Logan,Fernandez,0055 Gill Fords Apt. 859,Sparksside,HI,87350,Web Developer,tech,97914,42,2.0,True,10.3,True,True,True,7.6,True,True
684da8cb-5672-4dbc-819d-8112c6497285,Darryl,Bernard,7443 Robinson Common Apt. 021,Aliciabury,SD,84313,Web Developer,tech,78509,33,2.0,True,9.7,True,True,True,6.4,True,True
7c6ca2d3-fffc-4c7f-8144-da494ddd7a69,Shannon,Garcia,180 Brittany Mountains,Steeleshire,FM,91358,Recruiter,HR,74146,34,2.0,True,9.7,True,True,True,13.4,True,True
d57926ff-735a-45dd-b67b-82dd66f822b9,Timothy,Lee,81148 George Parkway,New Matthew,AS,94617,Data Scientist,tech,154959,50,2.0,True,9.3,True,True,True,8.3,True,True
54fb43c2-25a7-4747-a374-d12c1cf6d14b,Fred,Stevenson,99617 Brown Knoll,North Adam,IA,29785,Graphic Designer,tech,60252,39,2.0,True,12.5,True,True,True,12.1,True,True
fad665a5-f2fe-4f5d-9176-78ebf4c5a8b3,Joseph,Romero,1769 Bradford Centers Apt. 331,West Rachelchester,MT,48209,HR Generalist,HR,63384,50,2.0,True,9.6,True,True,True,7.6,True,True
7d1b1ab5-0209-4994-98e5-3a3c853f8897,Louis,Stephens,180 Oliver Road,Martinezberg,AK,29154,Customer Support,business,45357,35,2.0,True,9.1,True,True,True,16.5,True,True
b72b230b-f203-425d-b849-bcd43975a884,Sherri,Levine,24771 Harding Lake,Swansonburgh,MD,13631,Recruiting Coordinator,HR,52829,22,6.43,True,11.0,True,True,True,5.0,True,True
8d387454-0b48-4bee-9cf1-968f1221c933,Susan,Riley,6063 Lisa Centers Apt. 122,South Mariaburgh,DC,47888,UX Designer,tech,84859,28,2.0,True,8.3,True,True,True,11.5,True,True
